,prompt,model_name,file_name
571,"A realistic embroidered depiction of a clownfish amidst seaweed on a round hoop, showcasing vibrant shades of orange, white, black, and green with high detail and texture on a fabric background, surrounded by scattered yarn skeins and embroidery tools.",v10_rl_09_lcm_lora_s8r64,571.png
572,Imagine a picture of Earth as seen from space. The center of the composition is occupied by our planet surrounded by black outer space. The continents and oceans are seen exhibiting shades of blue and green respectively. The atmosphere can be seen as a thin layer enveloping the planet. The phrase “Спасибо за внимание” is visible in white letters floating above the planet's surface.,v8_latent_finetune,572.png
573,"Illustrate an image in the style of a graphic novel there is a boy riding a bicycle on a road that lies between a city and a forest, heading towards the city He looks forward, contemplating his next move In the background, a massive face of a smiling girl can be seen in the sky watching the boy with a gentle smile Musical notes float in the air, creating a sense of lightness and dreaminess",v8_latent_finetune,573.png
574,my ex who's totally wretched without me He has pale haggard long face grey-blue eyes dark hair moustache and beard ,v10_rl_09_lcm_lora_s8r64,574.png
575,Create an image showing a mailbox with a cloud of words coming from it. This cloud should contain the word “почта”.,v8_latent_finetune,575.png
576,A hand holding up five fingers with a starry background.,v8_latent_finetune,576.png
577,"Gorgeous painting of a fantasy woman with a stunning dragon flying behind her. The woman's hair flows behind her. She has bright green eyes. She wears a kimono., painting, dark fantasy",v10_rl_09_lcm_lora_s8r64,577.png
578,"Create an image that displays typical representatives of desert wildlife such as camels, lizards, and scorpions showing their unique adaptations for surviving in a hot, arid environment: camels with large water reserves in their humps, lizards quickly moving across the sand, and scorpions hiding from the sunlight under rocks.",v8_latent_finetune,578.png
579,a girl with curly brown hair and green eyes hugging a horse and a blond man with blue eyes,v10_rl_09_lcm_lora_s8r64,579.png
580,"A 22-year-old bald druid, 180 cm high and weighing 82 kg. He has a lean yet slightly muscular build. He’s slim and has a good physic. There's a burn scar running down the l side of his face, extending onto his left arm and affecting his left eye, rendering it sightless. A tattoo in the form of a green line traverses his entire body, including his head. Additionally, an oak tree is depicted on his right shoulder. His face is devoid of any facial hair.",v10_rl_09_lcm_lora_s8r64,580.png
581,"A masterfully crafted black and white linocut illustration that powerfully conveys the unwavering strength of human unity and charity. A multitude of diverse human figures are intricately interconnected, their outstretched hands forming a chain of support and empathy. Each figure, exquisitely rendered in monochrome, displays a wide spectrum of emotions, emphasizing the unbreakable spirit of mankind. The vivid, intertwined human figures create a captivating and visually striking image, embodying the essence of this unique, intricate, and mesmerizing work of art.",v10_rl_09_lcm_lora_s8r64,581.png
582,"a winter fairytale-inspired phoenix bird in bright blue and purple colors with white pearls, with wings made of blue flames and snow, lots of details, snow,snowflakes,sparkles,stars, double exposure, HDR, silver and diamond shine, silver dust, volumetric drawing, glitter, cold white light, fine detailing, highly detailed",v10_rl_09_lcm_lora_s8r64,582.png
583,"A lioness is sitting in the foreground, a girl is sitting behind the lioness, a girl's hand is on the lioness's head, style Pencil, Realistic, Sketch",v10_rl_09_lcm_lora_s8r64,583.png
584,"a cup of tea, a beautiful butterfly sitting on it, a lilac bush",v10_rl_09_lcm_lora_s8r64,584.png
585,"A personal climate control device, a round, flying transparent mini-gadget that creates ideal weather conditions around the user, irrespective of the ambient environment set against a transparent background",v10_rl_09_lcm_lora_s8r64,585.png
586,"retail village design in Abu Dhabi, retail shops with islamic arch colonnade, geometric pattern materials, octane render, unreal engine 5, highly detailed, photography",v10_rl_09_lcm_lora_s8r64,586.png
587,"hell, demon, teenage boy, long black-and-white hair, vitiligo, scar over one eye, the whites of his eyes are black, frackles, glasses",v10_rl_09_lcm_lora_s8r64,587.png
588,"sketch, line art, draft design for a tattoo, two spiders making a heart with their legs, black-and-white drawing, white background, horror",v10_rl_09_lcm_lora_s8r64,588.png
589,it's raining in the lake standing barefoot among ice pikes and spears is a white-skinned blue-eyed young Korean magician a beautiful young man vibrantly spreading his arms out preparing for battle in a gray T-shirt and pants ice pikes and spears rising from under his feet in different directions surrounding and protecting the young man digital art fantasy,v10_rl_09_lcm_lora_s8r64,589.png
590,"an illustration in folk art style Pumpkins in a woven basket The basket should be placed on a round wooden table with a red tablecloth In the background, there is an autumn forest",v10_rl_09_lcm_lora_s8r64,590.png
591,"Create a 3D alcohol ink colours forming like a realistic beautiful stylish lady face abstract artwork masterpiece ,flower,jewell's, vibrant, illustration",v10_rl_09_lcm_lora_s8r64,591.png
592,"A stunning digital artwork that captures the essence of five stylish friends, aged 20-25, fully immersed in their exuberant dance at a pulsating party. Each friend wears trendy clothing, and their wide smiles and closed eyes reveal their connection to the rhythm. The close-up composition focuses on their joyous expressions and the energy of the moment. The background showcases a dazzling neon-lit dance floor and a vibrant, pulsating night sky filled with bright lights, creating an atmosphere of uninhibited happiness and camaraderie. The festive illumination enhances the excitement and joy of the scene, encapsulating the essence of a memorable night shared with cherished friends. Skillfully blending elements of portrait photography, painting, and 3D rendering, this captivating image creates an immersive experience that embodies the spirit of togetherness",v10_rl_09_lcm_lora_s8r64,592.png
593,"Chilean red dry wine, Wines of Chile, Chilean red wines, red dry, Informative, option 2",v10_rl_09_lcm_lora_s8r64,593.png
594,"A beautiful photo of a basket of vegetables. The basket contains potatoes, carrots, onions, beets, cucumbers, tomatoes, parsley, dill, basil, thyme. The background is dark. Studio shooting ",v10_rl_09_lcm_lora_s8r64,594.png
595,a corgi swimming underwater with a snorkel mask on amid coral and fish,v10_rl_09_lcm_lora_s8r64,595.png
596,"A white, black, blue, and gold surrealistic octagonal person melting full body watercolor paint, vibrant ",v10_rl_09_lcm_lora_s8r64,596.png
597,A wooden dragon from Chinese astrology is fighting a wooden dog from Chinese astrology. The picture style is realistic,v10_rl_09_lcm_lora_s8r64,597.png
598,"Create a character based on the description.

Style is cartoon, Pixar-like.

A woman in her 40s.
Slight smile.
Shoulder-length blonde hair, dark at the roots, slightly wavy.
Gray-blue eyes.
An elongated face, small eyes, medium lips, drooping eyelid.",v10_rl_09_lcm_lora_s8r64,598.png
599,"generate a video of a panda in a beautiful light-filled forest, with bright green plants. realistic, detailed, as close to reality as possible",v10_rl_09_lcm_lora_s8r64,599.png
